,Neighbourhood Cleansed,Bedrooms,Beds,Price,Number of Reviews,Review Scores Rating,classes of rating,class of price,predictors
18548,Murray Hill,1,1,122,39,95,High,Good,"[('n03388549', 'four-poster', 0.5492369), ('n04344873', 'studio_couch', 0.23626867), ('n04033995', 'quilt', 0.20843957), ('n04239074', 'sliding_door', 0.00126524), ('n03788365', 'mosquito_net', 0.0006011911), ('n03529860', 'home_theater', 0.00044194143), ('n03201208', 'dining_table', 0.00043851853), ('n04590129', 'window_shade', 0.00037648279), ('n04380533', 'table_lamp', 0.00031122382), ('n04550184', 'wardrobe', 0.0002977605)]"
18553,Lower East Side,1,1,129,0,92.3,Low,Good,"[('n04033995', 'quilt', 0.7125364), ('n04344873', 'studio_couch', 0.24692984), ('n03388549', 'four-poster', 0.03203924), ('n03788365', 'mosquito_net', 0.0021392058), ('n04239074', 'sliding_door', 0.0012528638), ('n04380533', 'table_lamp', 0.0010581014), ('n04550184', 'wardrobe', 0.00094004), ('n04201297', 'shoji', 0.0008332456), ('n03529860', 'home_theater', 0.0006302679), ('n04590129', 'window_shade', 0.00058693276)]"
18568,Lower East Side,1,1,186,16,89,Low,Good,"[('n03388549', 'four-poster', 0.64582574), ('n04033995', 'quilt', 0.31548572), ('n04344873', 'studio_couch', 0.017870344), ('n04380533', 'table_lamp', 0.004021305), ('n03529860', 'home_theater', 0.0039013796), ('n04590129', 'window_shade', 0.0025593361), ('n04239074', 'sliding_door', 0.0014024834), ('n03201208', 'dining_table', 0.0012050415), ('n03788365', 'mosquito_net', 0.00071022706), ('n02870880', 'bookcase', 0.000710204)]"
18587,Lower East Side,2,2,115,8,85,Low,Bad,"[('n03388549', 'four-poster', 0.65376586), ('n04344873', 'studio_couch', 0.12047418), ('n04033995', 'quilt', 0.07912993), ('n03131574', 'crib', 0.051554948), ('n04550184', 'wardrobe', 0.039195474), ('n03788365', 'mosquito_net', 0.03210227), ('n04005630', 'prison', 0.0064203744), ('n04239074', 'sliding_door', 0.0033345488), ('n04336792', 'stretcher', 0.002497395), ('n04201297', 'shoji', 0.0018359715)]"
18594,Lower East Side,1,1,165,1,100,High,Good,"[('n03388549', 'four-poster', 0.54648656), ('n04239074', 'sliding_door', 0.06787887), ('n04033995', 'quilt', 0.06593775), ('n04201297', 'shoji', 0.06306157), ('n04344873', 'studio_couch', 0.059949584), ('n03788365', 'mosquito_net', 0.021352304), ('n03938244', 'pillow', 0.012471643), ('n04590129', 'window_shade', 0.011603395), ('n03131574', 'crib', 0.0069978726), ('n04208210', 'shovel', 0.0043433984)]"
18615,Park Slope,0,1,110,14,99,High,Bad,"[('n04033995', 'quilt', 0.71080476), ('n04344873', 'studio_couch', 0.19373903), ('n03388549', 'four-poster', 0.040927436), ('n04550184', 'wardrobe', 0.032252535), ('n04239074', 'sliding_door', 0.005936612), ('n03899768', 'patio', 0.0050574485), ('n03998194', 'prayer_rug', 0.0014043264), ('n03788365', 'mosquito_net', 0.0008610241), ('n03131574', 'crib', 0.00079555577), ('n04201297', 'shoji', 0.00064581545)]"
18623,Midtown,1,1,300,0,92.34,Low,Good,"[('n03388549', 'four-poster', 0.5728965), ('n04344873', 'studio_couch', 0.3516896), ('n04033995', 'quilt', 0.05334615), ('n03788365', 'mosquito_net', 0.008965005), ('n03938244', 'pillow', 0.006059291), ('n04550184', 'wardrobe', 0.002710159), ('n04590129', 'window_shade', 0.0008753378), ('n03131574', 'crib', 0.0007499373), ('n04239074', 'sliding_door', 0.00045785602), ('n04099969', 'rocking_chair', 0.00040867712)]"
18643,Morningside Heights,1,1,90,4,95,High,Bad,"[('n03388549', 'four-poster', 0.71684724), ('n04344873', 'studio_couch', 0.12093429), ('n03788365', 'mosquito_net', 0.047597848), ('n04033995', 'quilt', 0.04467789), ('n04239074', 'sliding_door', 0.02750544), ('n04550184', 'wardrobe', 0.021828886), ('n03131574', 'crib', 0.0053957985), ('n04201297', 'shoji', 0.0041185133), ('n04590129', 'window_shade', 0.0030251844), ('n02870880', 'bookcase', 0.0013844651)]"
18650,NoHo,1,1,75,126,85,Low,Bad,"[('n04033995', 'quilt', 0.97453475), ('n03388549', 'four-poster', 0.009500532), ('n03938244', 'pillow', 0.0051630842), ('n04344873', 'studio_couch', 0.0035091045), ('n04550184', 'wardrobe', 0.0010179911), ('n03467068', 'guillotine', 0.00051685056), ('n02769748', 'backpack', 0.0004948675), ('n04235860', 'sleeping_bag', 0.000388463), ('n04525038', 'velvet', 0.00037593162), ('n03998194', 'prayer_rug', 0.00026256786)]"
18702,Harlem,2,2,70,4,95,High,Bad,"[('n03388549', 'four-poster', 0.97247654), ('n04344873', 'studio_couch', 0.013503121), ('n03788365', 'mosquito_net', 0.0047190003), ('n04033995', 'quilt', 0.0029372112), ('n04239074', 'sliding_door', 0.0023180984), ('n04550184', 'wardrobe', 0.0010021493), ('n04590129', 'window_shade', 0.00086206157), ('n04201297', 'shoji', 0.00052137446), ('n03529860', 'home_theater', 0.00052016566), ('n04380533', 'table_lamp', 0.00014645483)]"
18704,Harlem,1,1,42,2,100,High,Bad,"[('n03388549', 'four-poster', 0.5942051), ('n03529860', 'home_theater', 0.08659847), ('n04344873', 'studio_couch', 0.07441606), ('n04550184', 'wardrobe', 0.061237384), ('n03788365', 'mosquito_net', 0.025164148), ('n04239074', 'sliding_door', 0.014144552), ('n04404412', 'television', 0.00883817), ('n04517823', 'vacuum', 0.00874538), ('n03290653', 'entertainment_center', 0.006486825), ('n04590129', 'window_shade', 0.0062153134)]"
18705,Harlem,1,1,71,1,100,High,Bad,"[('n03388549', 'four-poster', 0.54208595), ('n04344873', 'studio_couch', 0.22609015), ('n04033995', 'quilt', 0.10748006), ('n04550184', 'wardrobe', 0.06973986), ('n04239074', 'sliding_door', 0.012284977), ('n03529860', 'home_theater', 0.008199253), ('n04201297', 'shoji', 0.0071543944), ('n03998194', 'prayer_rug', 0.0060230875), ('n04336792', 'stretcher', 0.0037960953), ('n03788365', 'mosquito_net', 0.003692304)]"
18710,Harlem,1,2,65,37,88,Low,Bad,"[('n03388549', 'four-poster', 0.976825), ('n03788365', 'mosquito_net', 0.00860134), ('n04344873', 'studio_couch', 0.0043532224), ('n04033995', 'quilt', 0.0031682695), ('n04550184', 'wardrobe', 0.0016329552), ('n04209239', 'shower_curtain', 0.0011539942), ('n02870880', 'bookcase', 0.00088844995), ('n04493381', 'tub', 0.0004905415), ('n03131574', 'crib', 0.0004164133), ('n03018349', 'china_cabinet', 0.0002908708)]"
18718,Inwood,1,1,45,0,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.72421944), ('n04344873', 'studio_couch', 0.11349167), ('n04033995', 'quilt', 0.110237345), ('n04239074', 'sliding_door', 0.023528887), ('n04550184', 'wardrobe', 0.0046852008), ('n03018349', 'china_cabinet', 0.0019567811), ('n03788365', 'mosquito_net', 0.0017106278), ('n04201297', 'shoji', 0.0016582093), ('n02870880', 'bookcase', 0.0013534948), ('n04099969', 'rocking_chair', 0.0012235203)]"
18723,Kips Bay,2,3,275,33,74,Low,Good,"[('n03388549', 'four-poster', 0.88074297), ('n04493381', 'tub', 0.022100778), ('n04239074', 'sliding_door', 0.01903067), ('n03776460', 'mobile_home', 0.0185726), ('n03895866', 'passenger_car', 0.006438702), ('n04590129', 'window_shade', 0.006272083), ('n04344873', 'studio_couch', 0.006009565), ('n03788365', 'mosquito_net', 0.005411929), ('n03393912', 'freight_car', 0.0029834786), ('n03529860', 'home_theater', 0.002644346)]"
18724,Hell's Kitchen,1,2,200,33,88,Low,Good,"[('n04033995', 'quilt', 0.98058426), ('n03637318', 'lampshade', 0.007108258), ('n04380533', 'table_lamp', 0.0038139168), ('n03388549', 'four-poster', 0.0033650636), ('n04344873', 'studio_couch', 0.0029031301), ('n03788365', 'mosquito_net', 0.00063008623), ('n02730930', 'apron', 0.0003764854), ('n03938244', 'pillow', 0.00021417314), ('n02699494', 'altar', 0.00017274839), ('n04099969', 'rocking_chair', 0.00017097239)]"
18727,Hell's Kitchen,1,1,125,7,91,Low,Good,"[('n04033995', 'quilt', 0.9240341), ('n03388549', 'four-poster', 0.022061337), ('n04380533', 'table_lamp', 0.021514699), ('n04239074', 'sliding_door', 0.005832141), ('n04344873', 'studio_couch', 0.004352906), ('n04590129', 'window_shade', 0.0030144479), ('n03529860', 'home_theater', 0.0027067272), ('n03637318', 'lampshade', 0.0018166718), ('n04201297', 'shoji', 0.0017374575), ('n02096051', 'Airedale', 0.0009528366)]"
18753,Inwood,1,1,40,66,83,Low,Bad,"[('n03388549', 'four-poster', 0.74878603), ('n04344873', 'studio_couch', 0.112870194), ('n04033995', 'quilt', 0.08194663), ('n03529860', 'home_theater', 0.024382953), ('n04550184', 'wardrobe', 0.010352905), ('n03290653', 'entertainment_center', 0.00543325), ('n03131574', 'crib', 0.004110999), ('n03788365', 'mosquito_net', 0.0019589216), ('n04404412', 'television', 0.0015651312), ('n04239074', 'sliding_door', 0.001051448)]"
18760,West Village,1,1,120,28,97,High,Good,"[('n03388549', 'four-poster', 0.58821666), ('n04033995', 'quilt', 0.30433273), ('n04590129', 'window_shade', 0.02807049), ('n04239074', 'sliding_door', 0.014851929), ('n03788365', 'mosquito_net', 0.013645492), ('n04344873', 'studio_couch', 0.012949105), ('n03938244', 'pillow', 0.008398017), ('n04380533', 'table_lamp', 0.0059512365), ('n04517823', 'vacuum', 0.0018818004), ('n04404412', 'television', 0.0015857853)]"
18772,Washington Heights,1,1,65,0,92.27,Low,Bad,"[('n03388549', 'four-poster', 0.72207534), ('n03788365', 'mosquito_net', 0.115097), ('n04344873', 'studio_couch', 0.044631205), ('n04590129', 'window_shade', 0.03314961), ('n04550184', 'wardrobe', 0.026475161), ('n04033995', 'quilt', 0.015921261), ('n04380533', 'table_lamp', 0.0068034898), ('n04239074', 'sliding_door', 0.006761704), ('n04209239', 'shower_curtain', 0.004454121), ('n04493381', 'tub', 0.0028205826)]"
18780,West Village,0,1,210,58,90,Low,Good,"[('n03388549', 'four-poster', 0.73547846), ('n03529860', 'home_theater', 0.058777954), ('n04239074', 'sliding_door', 0.033395115), ('n04201297', 'shoji', 0.017783012), ('n04344873', 'studio_couch', 0.01603997), ('n04081281', 'restaurant', 0.015931927), ('n03018349', 'china_cabinet', 0.015914418), ('n03290653', 'entertainment_center', 0.015234004), ('n03201208', 'dining_table', 0.01316639), ('n03899768', 'patio', 0.012147622)]"
18784,West Village,1,2,275,4,87,Low,Good,"[('n03388549', 'four-poster', 0.91830343), ('n04344873', 'studio_couch', 0.050043102), ('n03290653', 'entertainment_center', 0.0037315937), ('n03529860', 'home_theater', 0.0035977573), ('n03018349', 'china_cabinet', 0.0028948572), ('n02870880', 'bookcase', 0.0024986903), ('n04550184', 'wardrobe', 0.0018686396), ('n04590129', 'window_shade', 0.0012062325), ('n04033995', 'quilt', 0.0011368465), ('n04515003', 'upright', 0.0010365854)]"
18795,Washington Heights,1,2,200,3,80,Low,Good,"[('n03388549', 'four-poster', 0.5625286), ('n04033995', 'quilt', 0.40308142), ('n04344873', 'studio_couch', 0.018126946), ('n04239074', 'sliding_door', 0.008521368), ('n04550184', 'wardrobe', 0.005078834), ('n04590129', 'window_shade', 0.0010237237), ('n04201297', 'shoji', 0.00052592205), ('n03788365', 'mosquito_net', 0.0004554772), ('n03938244', 'pillow', 0.00023784829), ('n03018349', 'china_cabinet', 7.488791e-05)]"
18797,Washington Heights,1,1,75,0,92.27,Low,Bad,"[('n04033995', 'quilt', 0.8767279), ('n03388549', 'four-poster', 0.07979566), ('n04344873', 'studio_couch', 0.03854098), ('n03788365', 'mosquito_net', 0.0023431717), ('n04550184', 'wardrobe', 0.00087120396), ('n03938244', 'pillow', 0.0005001496), ('n04239074', 'sliding_door', 0.00018151484), ('n04590129', 'window_shade', 0.00016625378), ('n04201297', 'shoji', 0.00010972222), ('n04380533', 'table_lamp', 9.370827e-05)]"
18798,Washington Heights,1,1,48,0,92.27,Low,Bad,"[('n04033995', 'quilt', 0.9961528), ('n03388549', 'four-poster', 0.0024628942), ('n04344873', 'studio_couch', 0.0006487875), ('n04590129', 'window_shade', 0.00014727772), ('n03938244', 'pillow', 9.501404e-05), ('n03788365', 'mosquito_net', 5.411512e-05), ('n02105641', 'Old_English_sheepdog', 3.9231138e-05), ('n03131574', 'crib', 3.517834e-05), ('n04380533', 'table_lamp', 2.4297915e-05), ('n02085936', 'Maltese_dog', 1.9006686e-05)]"
18807,East Village,1,1,123,57,97,High,Good,"[('n04033995', 'quilt', 0.8085388), ('n04344873', 'studio_couch', 0.13759106), ('n03388549', 'four-poster', 0.046652067), ('n03938244', 'pillow', 0.0020294168), ('n04380533', 'table_lamp', 0.0011748445), ('n04239074', 'sliding_door', 0.00084926636), ('n03788365', 'mosquito_net', 0.0007894049), ('n04590129', 'window_shade', 0.0006864031), ('n04550184', 'wardrobe', 0.00034835743), ('n04201297', 'shoji', 0.00021071013)]"
18817,East Village,1,1,119,4,100,High,Good,"[('n03388549', 'four-poster', 0.52002645), ('n04033995', 'quilt', 0.4331422), ('n04344873', 'studio_couch', 0.042515166), ('n03938244', 'pillow', 0.0018863265), ('n03788365', 'mosquito_net', 0.0011432193), ('n04590129', 'window_shade', 0.00037593103), ('n04550184', 'wardrobe', 0.00020925808), ('n03131574', 'crib', 0.000107829685), ('n04239074', 'sliding_door', 0.00010724983), ('n04380533', 'table_lamp', 6.419069e-05)]"
18818,Gramercy,1,1,87,3,80,Low,Bad,"[('n03388549', 'four-poster', 0.5522755), ('n04344873', 'studio_couch', 0.2884364), ('n04033995', 'quilt', 0.0919587), ('n04590129', 'window_shade', 0.013913828), ('n04239074', 'sliding_door', 0.010391411), ('n04550184', 'wardrobe', 0.008047762), ('n03018349', 'china_cabinet', 0.005944367), ('n03131574', 'crib', 0.0054051867), ('n03290653', 'entertainment_center', 0.0037985437), ('n03788365', 'mosquito_net', 0.0033632505)]"
18819,Gramercy,2,2,225,57,85,Low,Good,"[('n03388549', 'four-poster', 0.8707141), ('n04344873', 'studio_couch', 0.11447761), ('n04033995', 'quilt', 0.009581537), ('n03788365', 'mosquito_net', 0.003358157), ('n04550184', 'wardrobe', 0.00052167766), ('n04239074', 'sliding_door', 0.00037104276), ('n03131574', 'crib', 0.00028903427), ('n04201297', 'shoji', 0.00012273088), ('n04265275', 'space_heater', 0.00010117205), ('n04590129', 'window_shade', 9.5134565e-05)]"
18825,Gramercy,0,1,240,0,92.3,Low,Good,"[('n03388549', 'four-poster', 0.86774445), ('n04344873', 'studio_couch', 0.1164721), ('n04033995', 'quilt', 0.005215558), ('n04239074', 'sliding_door', 0.0027073422), ('n04590129', 'window_shade', 0.002552417), ('n03788365', 'mosquito_net', 0.0009124249), ('n04550184', 'wardrobe', 0.0007932843), ('n03290653', 'entertainment_center', 0.00061956694), ('n03529860', 'home_theater', 0.00047225054), ('n03016953', 'chiffonier', 0.00036118037)]"
18830,Gramercy,1,1,45,15,93,High,Bad,"[('n03388549', 'four-poster', 0.51364934), ('n04033995', 'quilt', 0.2629468), ('n04344873', 'studio_couch', 0.15130988), ('n03788365', 'mosquito_net', 0.026975458), ('n03529860', 'home_theater', 0.008368585), ('n04380533', 'table_lamp', 0.0055850036), ('n03201208', 'dining_table', 0.0042079696), ('n04550184', 'wardrobe', 0.0026663207), ('n04201297', 'shoji', 0.0025919601), ('n04590129', 'window_shade', 0.002550102)]"
18867,East Village,1,1,90,7,100,High,Bad,"[('n03388549', 'four-poster', 0.9875874), ('n04033995', 'quilt', 0.0047009257), ('n03788365', 'mosquito_net', 0.0026677053), ('n04550184', 'wardrobe', 0.0013677017), ('n04344873', 'studio_couch', 0.00135456), ('n04239074', 'sliding_door', 0.0005137463), ('n03998194', 'prayer_rug', 0.00037897535), ('n04590129', 'window_shade', 0.0003351013), ('n04201297', 'shoji', 0.00022184021), ('n04380533', 'table_lamp', 0.00011412855)]"
18877,East Village,1,2,199,5,92,Low,Good,"[('n03388549', 'four-poster', 0.90173763), ('n04344873', 'studio_couch', 0.047084123), ('n03788365', 'mosquito_net', 0.030845264), ('n04550184', 'wardrobe', 0.009851633), ('n04493381', 'tub', 0.0020671464), ('n02808440', 'bathtub', 0.001679809), ('n04239074', 'sliding_door', 0.0015553349), ('n04033995', 'quilt', 0.0008217413), ('n03742115', 'medicine_chest', 0.00073825964), ('n04209239', 'shower_curtain', 0.00053484476)]"
18881,East Village,1,1,99,5,92,Low,Bad,"[('n03388549', 'four-poster', 0.8800345), ('n04344873', 'studio_couch', 0.036390938), ('n04033995', 'quilt', 0.031160204), ('n03788365', 'mosquito_net', 0.030627592), ('n03131574', 'crib', 0.010533065), ('n04209239', 'shower_curtain', 0.003980131), ('n04590129', 'window_shade', 0.0017854804), ('n03125729', 'cradle', 0.0011972435), ('n03877472', 'pajama', 0.0006978353), ('n04239074', 'sliding_door', 0.00049359223)]"
18906,Hell's Kitchen,0,1,139,15,90,Low,Good,"[('n03388549', 'four-poster', 0.97451156), ('n03467068', 'guillotine', 0.01434476), ('n03788365', 'mosquito_net', 0.010096285), ('n04239074', 'sliding_door', 0.0003495302), ('n04005630', 'prison', 0.00023351557), ('n04201297', 'shoji', 0.00022568228), ('n04344873', 'studio_couch', 8.7922475e-05), ('n04550184', 'wardrobe', 2.5351223e-05), ('n04033995', 'quilt', 2.165964e-05), ('n04553703', 'washbasin', 2.1166918e-05)]"
18928,Hell's Kitchen,1,1,79,17,89,Low,Bad,"[('n03388549', 'four-poster', 0.9851849), ('n03788365', 'mosquito_net', 0.009122434), ('n04344873', 'studio_couch', 0.002600516), ('n04429376', 'throne', 0.00051178585), ('n03125729', 'cradle', 0.00047683355), ('n03347037', 'fire_screen', 0.0002352665), ('n03201208', 'dining_table', 0.00015826907), ('n03131574', 'crib', 0.00014496727), ('n04099969', 'rocking_chair', 0.00013752005), ('n02788148', 'bannister', 0.00012431665)]"
18929,Hell's Kitchen,1,2,149,57,86,Low,Good,"[('n03388549', 'four-poster', 0.7335321), ('n04033995', 'quilt', 0.19619957), ('n04344873', 'studio_couch', 0.06845736), ('n04590129', 'window_shade', 0.0010176612), ('n03788365', 'mosquito_net', 0.00023241097), ('n03938244', 'pillow', 0.00022028584), ('n04550184', 'wardrobe', 0.00013004626), ('n04239074', 'sliding_door', 7.717834e-05), ('n03899768', 'patio', 2.0108802e-05), ('n02124075', 'Egyptian_cat', 1.2609198e-05)]"
18932,Hell's Kitchen,1,1,250,1,100,High,Good,"[('n04033995', 'quilt', 0.8640213), ('n04344873', 'studio_couch', 0.11159742), ('n03388549', 'four-poster', 0.011964453), ('n03938244', 'pillow', 0.009051532), ('n03131574', 'crib', 0.0013298021), ('n03788365', 'mosquito_net', 0.00123208), ('n04550184', 'wardrobe', 0.00017013481), ('n04239074', 'sliding_door', 0.00011387517), ('n04590129', 'window_shade', 8.3118655e-05), ('n03125729', 'cradle', 3.5485e-05)]"
18944,Hell's Kitchen,1,1,215,0,92.5,Low,Good,"[('n03388549', 'four-poster', 0.91076803), ('n04344873', 'studio_couch', 0.03910138), ('n04033995', 'quilt', 0.014574698), ('n03014705', 'chest', 0.003187999), ('n03788365', 'mosquito_net', 0.0021229857), ('n04550184', 'wardrobe', 0.0017955425), ('n04590129', 'window_shade', 0.0016565908), ('n03018349', 'china_cabinet', 0.0015710972), ('n04239074', 'sliding_door', 0.0015386882), ('n03452741', 'grand_piano', 0.0013013766)]"
18948,Hell's Kitchen,2,3,324,4,70,Low,Good,"[('n03388549', 'four-poster', 0.7855541), ('n04344873', 'studio_couch', 0.06399779), ('n04239074', 'sliding_door', 0.033235166), ('n04550184', 'wardrobe', 0.027608844), ('n03788365', 'mosquito_net', 0.020573813), ('n04005630', 'prison', 0.0110798525), ('n04033995', 'quilt', 0.0073913313), ('n04201297', 'shoji', 0.005752994), ('n04590129', 'window_shade', 0.004492172), ('n02870880', 'bookcase', 0.00397309)]"
18962,Inwood,1,1,65,54,97,High,Bad,"[('n03388549', 'four-poster', 0.93696415), ('n04344873', 'studio_couch', 0.026285427), ('n04590129', 'window_shade', 0.0093912715), ('n04239074', 'sliding_door', 0.008719069), ('n04033995', 'quilt', 0.0071850014), ('n03788365', 'mosquito_net', 0.0018665869), ('n04550184', 'wardrobe', 0.0016577434), ('n03529860', 'home_theater', 0.0016208019), ('n04201297', 'shoji', 0.00085618376), ('n04380533', 'table_lamp', 0.00080594106)]"
